Start Recording
20,133,126,128,126,124,129,125,125,0
24,128,126,127,129,128,128,127,127,0
28,124,129,128,128,130,128,125,126,0
32,131,127,128,126,123,128,128,126,0
35,127,128,128,126,124,128,123,125,0
39,124,126,128,129,136,128,126,127,0
42,133,129,130,126,126,128,127,129,0
45,124,128,128,128,130,128,126,128,0
49,127,127,127,127,128,128,128,130,0
52,121,126,125,129,139,126,130,130,0
56,126,127,126,129,137,127,128,127,0
59,132,130,127,126,118,127,129,127,0
62,131,129,128,127,125,128,124,126,0
66,131,127,127,128,123,128,128,126,0
69,128,128,127,128,126,127,129,128,0
72,127,128,129,128,130,127,127,128,0
86,126,127,128,128,126,128,127,128,0
90,116,125,125,130,137,127,130,131,0
94,122,127,126,128,121,128,127,127,0
97,134,129,128,128,122,128,127,126,0
101,129,128,129,128,124,128,124,125,0
104,124,126,128,126,124,129,124,127,0
108,131,128,129,128,123,128,127,127,0
111,133,129,128,127,128,127,128,129,0
114,122,124,128,127,127,128,123,127,0
118,121,126,128,128,129,128,127,127,0
121,130,130,127,126,125,128,129,128,0
129,126,127,129,128,124,128,127,131,0
135,123,127,122,129,138,125,128,130,0
138,123,126,124,128,133,126,131,129,0
142,128,128,129,125,126,128,130,125,0
146,132,129,129,126,122,128,129,125,0
149,134,127,127,127,121,127,129,127,0
152,134,128,128,127,118,128,129,126,0
156,130,128,129,126,122,127,129,127,0
159,133,127,128,128,130,128,126,127,0
163,122,127,126,129,137,127,125,128,0
166,134,127,127,128,123,127,130,128,0
170,126,128,128,126,127,128,128,129,0
173,127,128,129,128,124,127,128,126,0
177,134,128,129,128,127,129,124,129,0
180,116,127,125,129,139,126,126,131,0
184,121,127,125,129,136,128,130,127,0
187,129,129,129,127,126,128,127,127,0
191,133,128,129,128,128,128,126,127,0
194,125,127,127,128,127,130,132,128,0
198,130,128,128,127,130,128,125,127,0
201,130,130,129,128,125,128,129,127,0
207,120,126,129,126,124,129,126,126,0
210,126,127,125,129,138,127,130,128,0
214,126,128,128,126,126,128,132,127,0
218,128,128,127,128,127,127,130,127,0
221,129,128,129,128,128,128,124,126,0
225,126,126,129,129,126,129,124,127,0
227,125,127,129,129,138,126,126,128,0
230,128,128,129,127,129,127,129,127,0
244,130,127,128,128,126,128,125,126,0
248,123,126,126,128,127,128,125,128,0
253,120,127,126,128,137,127,131,131,0
258,126,129,126,126,121,128,129,128,0
261,132,129,127,128,121,128,127,126,0
264,132,127,128,128,130,127,128,129,0
268,125,125,124,129,135,127,128,126,0
271,130,129,129,125,122,129,131,128,0
273,128,129,129,127,127,128,131,128,0
277,131,126,127,126,123,128,131,127,0
280,133,125,130,126,121,127,126,126,0
283,129,128,128,127,130,127,127,128,0
286,130,130,129,127,128,128,128,128,0
289,128,127,128,128,124,128,126,126,0
291,123,127,125,129,135,126,131,130,0
295,125,128,128,128,122,128,126,126,0
314,130,129,127,128,125,128,127,126,0
320,130,127,128,125,121,127,127,125,0
325,127,127,127,126,124,128,128,127,0
330,128,128,128,127,127,128,125,128,0
334,132,129,128,127,127,128,132,129,0
337,120,127,126,128,135,128,127,128,0
341,126,127,128,128,127,128,125,126,0
345,130,128,127,126,125,127,132,128,0
348,129,128,127,128,126,128,128,127,0
352,120,127,128,126,128,127,126,127,0
355,125,127,128,126,131,128,124,128,0
359,128,128,127,127,126,128,125,130,0
362,129,129,127,126,128,128,130,130,0
365,123,126,125,129,139,127,128,132,0
368,127,126,123,129,135,126,127,131,0
371,125,127,127,127,119,128,129,128,0
377,130,130,129,127,121,128,127,127,0
381,135,127,129,125,125,128,126,126,0
383,134,126,127,126,120,128,128,127,0
386,133,129,127,127,124,128,125,126,0
389,130,128,127,128,125,128,131,127,0
394,129,127,129,128,127,128,127,128,0
398,129,128,128,128,125,128,124,128,0
401,127,128,129,127,122,127,126,126,0
404,128,129,127,127,128,128,124,126,0
407,127,128,128,127,139,126,126,131,0
410,127,126,123,129,136,125,129,130,0
413,122,127,128,128,120,128,128,126,0
415,131,128,128,128,127,128,124,125,0
430,127,127,129,128,128,127,129,128,0
435,134,127,129,128,128,128,128,127,0
439,127,128,128,127,131,127,129,130,0
442,127,129,128,127,122,128,128,126,0
447,131,129,130,129,130,128,126,127,0
450,133,127,129,127,130,128,124,128,0
455,120,127,128,128,123,127,130,128,0
458,128,129,129,128,130,127,129,128,0
460,117,127,125,129,140,126,130,130,0
463,118,126,124,129,137,126,130,130,0
469,127,126,125,128,135,128,128,126,0
472,129,129,128,128,120,127,130,127,0
476,130,129,129,128,123,128,128,127,0
479,132,126,128,126,119,128,126,125,0
482,129,127,128,126,126,128,131,128,0
485,129,128,129,128,126,128,126,128,0
489,132,126,129,128,127,128,125,128,0
494,119,126,129,129,132,128,128,127,0
498,129,126,128,126,125,127,127,128,0
503,125,130,127,126,125,127,129,128,0
507,134,128,127,128,123,128,127,131,0
510,124,126,122,129,136,126,128,130,0
514,123,127,126,126,122,129,128,126,0
518,130,129,127,125,122,127,128,126,0
522,133,128,129,128,122,128,128,126,0
525,124,126,127,129,134,128,129,127,0
528,126,129,128,128,129,128,129,128,0
540,130,130,130,127,126,128,125,127,0
543,130,129,127,128,125,128,128,129,0
551,118,127,128,128,126,129,126,126,0
554,131,126,127,130,137,127,125,130,0
559,126,128,126,129,132,128,126,125,0
562,123,128,128,126,119,129,127,126,0
565,131,128,128,128,121,128,128,127,0
568,129,127,128,126,123,128,131,128,0
571,128,129,129,128,123,128,126,129,0
576,127,129,129,128,125,128,125,128,0
579,127,128,128,129,137,128,123,127,0
585,129,127,127,128,121,128,125,129,0
589,122,128,128,127,126,128,128,127,0
593,129,129,128,127,124,127,129,127,0
595,125,127,127,130,142,125,131,131,0
598,132,125,123,129,136,126,127,130,0
601,124,127,127,127,122,128,130,127,0
604,129,129,130,128,119,127,130,125,0
608,132,127,128,126,125,128,123,129,0
615,125,128,127,125,130,127,126,128,0
619,131,128,129,126,124,128,125,127,0
625,131,130,127,128,129,128,127,126,0
631,129,126,128,127,131,128,123,125,0
634,124,127,127,126,124,128,131,128,0
637,123,128,129,128,132,128,129,126,0
640,129,129,128,127,126,127,129,127,0
643,128,128,129,129,137,128,123,126,0
645,130,127,127,127,125,128,126,126,0
649,125,128,127,127,123,127,124,127,0
652,128,128,127,126,129,128,125,129,0
655,128,128,129,128,132,127,126,131,0
658,125,127,123,130,135,126,128,131,0
665,122,126,125,129,123,127,132,125,0
669,134,129,129,127,121,127,132,127,0
672,129,128,127,125,122,128,131,127,0
675,134,128,127,127,122,128,125,126,0
678,130,128,128,129,132,127,132,127,0
681,133,129,129,127,121,127,129,129,0
684,130,129,126,126,126,128,125,127,0
687,129,128,128,128,129,128,123,128,0
702,128,127,127,129,128,127,129,129,0
705,125,128,128,127,130,127,126,129,0
708,119,128,127,128,129,128,131,127,0
711,125,127,128,128,125,128,124,126,0
716,119,125,126,129,134,125,131,128,0
721,135,128,128,127,121,127,129,128,0
724,131,128,128,126,122,127,124,126,0
729,124,125,126,128,129,128,129,128,0
737,129,128,128,127,132,127,127,128,0
740,131,129,128,129,136,128,128,127,0
743,130,128,129,128,133,127,127,126,0
747,121,126,123,129,135,124,130,130,0
751,126,126,124,128,135,126,127,129,0
753,129,129,129,127,120,128,127,127,0
756,130,127,130,128,123,128,131,127,0
759,132,127,129,126,125,130,130,125,0
777,129,125,129,126,122,128,131,127,0
783,132,129,129,126,126,128,124,127,0
787,128,129,127,128,125,129,122,125,0
790,123,126,129,128,131,129,127,127,0
794,129,127,128,129,140,128,126,128,0
797,130,129,127,126,124,127,126,128,0
801,132,129,128,128,127,129,126,128,0
804,129,127,129,129,138,127,128,130,0
807,122,126,126,129,130,128,131,127,0
810,132,129,127,127,125,128,125,127,0
814,130,128,127,126,124,128,127,126,0
817,130,127,128,126,126,127,125,126,0
820,123,126,128,129,139,126,128,130,0
823,122,129,128,128,122,127,129,127,0
826,133,129,127,128,125,128,129,127,0
829,129,127,128,129,135,128,131,128,0
833,126,126,125,129,136,127,129,129,0
836,128,128,127,128,120,128,128,127,0
839,129,129,129,126,125,128,130,128,0
842,127,127,128,129,129,128,129,127,0
846,128,127,128,128,125,128,129,128,0
851,132,128,128,127,123,128,127,128,0
855,131,129,128,127,123,128,127,128,0
857,126,127,127,126,127,129,128,127,0
860,130,125,127,129,137,125,131,130,0
