Start Recording
39,129,125,128,128,129,129,130,128,0
45,127,128,128,125,126,129,130,128,0
50,127,128,129,129,127,127,128,128,0
55,129,126,130,126,125,128,128,128,0
59,127,128,127,129,126,126,128,128,0
63,126,128,127,128,128,128,128,128,0
66,127,128,127,128,125,126,127,127,0
70,127,128,127,129,128,127,125,126,0
73,129,127,128,133,125,127,125,126,0
76,128,128,127,130,129,130,129,128,0
80,126,127,127,129,130,128,129,128,0
83,127,126,127,128,126,127,128,128,0
87,127,127,128,128,128,129,128,128,0
90,128,128,127,131,128,128,127,128,0
93,127,128,127,128,127,125,128,128,0
96,127,127,129,131,128,128,123,126,0
100,130,127,127,132,127,128,126,128,0
103,126,128,127,127,128,129,128,128,0
107,127,128,127,127,129,127,129,128,0
111,126,127,128,124,128,128,129,128,0
114,126,128,128,124,128,129,129,127,0
117,127,128,128,125,128,129,128,128,0
120,126,128,127,127,128,124,127,127,0
123,129,127,127,129,128,127,123,126,0
126,129,126,128,130,128,125,129,128,0
129,126,128,129,127,131,128,129,127,0
132,128,128,127,127,129,128,129,128,0
135,127,126,126,126,132,127,129,128,0
138,129,128,127,124,128,128,128,127,0
142,127,127,128,126,127,128,128,128,0
148,127,128,128,125,128,127,128,127,0
151,127,128,129,125,127,124,124,127,0
154,128,127,128,128,126,127,124,127,0
157,126,128,128,127,128,128,128,128,0
160,127,128,127,127,127,128,129,129,0
163,127,127,128,126,129,128,129,127,0
166,128,127,126,130,127,127,125,127,0
169,129,127,128,125,129,128,128,128,0
172,127,128,128,128,129,129,130,129,0
175,127,128,128,125,129,126,128,128,0
179,127,128,128,126,129,127,129,128,0
182,126,128,127,128,127,127,127,127,0
185,128,128,127,128,129,127,127,127,0
189,128,127,127,127,127,127,126,127,0
192,129,127,128,130,129,129,123,126,0
195,129,126,127,128,131,130,131,129,0
200,127,127,127,126,130,129,129,128,0
203,127,127,128,127,130,128,130,128,0
207,127,127,127,127,127,128,128,128,0
211,128,128,127,126,128,129,127,128,0
214,128,128,127,128,129,129,128,129,0
219,127,126,127,126,128,127,126,126,0
222,128,126,127,130,126,127,125,126,0
225,129,127,126,130,125,129,129,128,0
229,127,129,127,126,129,129,127,128,0
232,126,128,127,127,127,128,129,128,0
235,128,128,130,127,127,126,126,128,0
239,127,129,127,128,127,129,128,128,0
243,128,129,128,128,129,129,129,128,0
248,127,127,127,127,126,128,127,128,0
252,127,127,127,131,128,128,123,125,0
255,129,127,128,132,128,129,130,128,0
258,127,128,129,128,127,128,129,128,0
260,127,128,127,128,131,126,130,128,0
263,126,127,127,126,129,125,130,127,0
266,126,127,128,128,129,129,128,128,0
269,127,128,127,129,127,128,128,127,0
271,127,128,127,126,126,127,124,127,0
275,129,126,127,131,128,128,123,126,0
279,131,127,127,128,128,131,130,128,0
282,127,128,127,128,128,129,130,128,0
286,126,128,127,128,128,127,129,128,0
289,129,128,128,125,127,126,129,128,0
292,126,128,127,126,127,127,128,128,0
295,127,128,127,128,127,127,128,127,0
299,127,128,127,126,127,128,129,129,0
302,127,127,128,126,125,128,128,127,0
305,127,127,127,128,128,128,128,128,0
308,127,128,129,129,126,128,127,127,0
311,127,128,129,129,126,127,122,125,0
314,130,126,127,130,128,128,123,126,0
317,130,127,128,130,128,125,129,128,0
322,127,128,129,128,129,128,128,128,0
325,127,127,129,127,128,127,128,128,0
328,127,126,127,128,129,126,128,128,0
331,126,128,129,128,131,128,128,127,0
335,128,128,127,127,128,128,129,128,0
338,127,128,128,127,127,128,129,128,0
344,127,127,129,126,127,127,126,127,0
347,127,128,128,129,127,129,128,127,0
350,128,128,127,126,129,128,128,127,0
353,128,128,128,128,128,127,127,128,0
359,126,127,127,130,128,127,122,125,0
362,130,126,127,129,126,126,128,128,0
366,128,128,126,128,128,128,128,128,0
369,128,129,127,127,128,128,128,127,0
372,127,128,127,126,128,127,128,128,0
